Date,Open,High,Low,Close,Volume
2023-06-23 00:00:00-04:00,62.029998779296875,63.91999816894531,61.58000183105469,63.790000915527344,8603100
2023-06-26 00:00:00-04:00,63.369998931884766,64.94000244140625,63.119998931884766,63.25,8599300
2023-06-27 00:00:00-04:00,63.45000076293945,64.54000091552734,62.779998779296875,63.79999923706055,9592500
2023-06-28 00:00:00-04:00,63.79999923706055,66.30500030517578,63.290000915527344,64.62000274658203,10721700
2023-06-29 00:00:00-04:00,64.77999877929688,64.80999755859375,63.16999816894531,63.7599983215332,8527900
2023-06-30 00:00:00-04:00,64.47000122070312,65.3499984741211,64.19999694824219,64.5999984741211,10873300
2023-07-03 00:00:00-04:00,65.04000091552734,66.41999816894531,64.37000274658203,64.8499984741211,7509500
2023-07-05 00:00:00-04:00,64.62999725341797,64.7300033569336,63.06999969482422,64.44000244140625,12541100
2023-07-06 00:00:00-04:00,63.04999923706055,63.29999923706055,61.439998626708984,61.83000183105469,13301200
2023-07-07 00:00:00-04:00,62.11000061035156,63.33000183105469,61.599998474121094,61.66999816894531,7961300
2023-07-10 00:00:00-04:00,61.25,62.040000915527344,60.5099983215332,61.88999938964844,8457600
2023-07-11 00:00:00-04:00,62.25,63.279998779296875,62.11000061035156,63.150001525878906,8330100
2023-07-12 00:00:00-04:00,64.37000274658203,65.94999694824219,63.70000076293945,65.94000244140625,14865500
2023-07-13 00:00:00-04:00,67.0199966430664,70.5,66.80999755859375,70.37000274658203,22978300
2023-07-14 00:00:00-04:00,70.61000061035156,71.43000030517578,68.41999816894531,68.44999694824219,12088500
2023-07-17 00:00:00-04:00,68.5999984741211,69.88999938964844,67.87000274658203,68.68000030517578,9671300
2023-07-18 00:00:00-04:00,68.45999908447266,68.45999908447266,65.25,67.26000213623047,14982000
2023-07-19 00:00:00-04:00,67.87999725341797,69.12999725341797,67.41000366210938,68.2300033569336,9139300
2023-07-20 00:00:00-04:00,67.2699966430664,68.26799774169922,65.0250015258789,65.44000244140625,10732300
2023-07-21 00:00:00-04:00,66.26000213623047,66.63500213623047,65.19000244140625,65.56999969482422,7394600
2023-07-24 00:00:00-04:00,67.0,67.69999694824219,65.51000213623047,66.16999816894531,10457300
2023-07-25 00:00:00-04:00,65.91000366210938,66.4800033569336,64.85399627685547,64.98999786376953,8531200
2023-07-26 00:00:00-04:00,64.5,65.9000015258789,63.90999984741211,64.68000030517578,8663000
2023-07-27 00:00:00-04:00,66.31999969482422,67.79000091552734,63.525001525878906,63.959999084472656,12823800
2023-07-28 00:00:00-04:00,65.01000213623047,66.26000213623047,64.87000274658203,66.04000091552734,7783200
2023-07-31 00:00:00-04:00,66.94999694824219,68.30999755859375,66.76000213623047,67.58000183105469,9079000
2023-08-01 00:00:00-04:00,66.7699966430664,67.63999938964844,65.58999633789062,67.44999694824219,9900400
2023-08-02 00:00:00-04:00,65.63999938964844,66.18099975585938,61.9900016784668,62.43000030517578,25987400
2023-08-03 00:00:00-04:00,61.880001068115234,64.25,58.33000183105469,59.040000915527344,35450300
2023-08-04 00:00:00-04:00,60.25,61.18000030517578,57.66999816894531,57.93000030517578,17041900
2023-08-07 00:00:00-04:00,57.61000061035156,58.058998107910156,56.5099983215332,57.56999969482422,10887400
2023-08-08 00:00:00-04:00,56.45000076293945,57.310001373291016,55.72999954223633,56.189998626708984,12202300
2023-08-09 00:00:00-04:00,56.099998474121094,57.064998626708984,55.09000015258789,55.20000076293945,9709000
2023-08-10 00:00:00-04:00,56.29999923706055,57.20000076293945,55.380001068115234,56.470001220703125,11696400
2023-08-11 00:00:00-04:00,55.59000015258789,55.94200134277344,54.709999084472656,55.27000045776367,8671900
2023-08-14 00:00:00-04:00,54.540000915527344,55.9900016784668,54.37699890136719,55.97999954223633,6531000
2023-08-15 00:00:00-04:00,55.689998626708984,56.20000076293945,54.77000045776367,55.34000015258789,9741000
2023-08-16 00:00:00-04:00,55.15999984741211,55.94499969482422,54.349998474121094,55.34000015258789,8530700
2023-08-17 00:00:00-04:00,55.689998626708984,55.970001220703125,52.775001525878906,53.220001220703125,13873200
2023-08-18 00:00:00-04:00,51.470001220703125,53.25,51.20000076293945,53.13999938964844,12142800
2023-08-21 00:00:00-04:00,53.40999984741211,54.27000045776367,52.89899826049805,53.93000030517578,7606800
2023-08-22 00:00:00-04:00,54.70000076293945,55.084999084472656,53.84000015258789,53.959999084472656,6627500
2023-08-23 00:00:00-04:00,54.189998626708984,57.005001068115234,54.11000061035156,56.72999954223633,13232000
2023-08-24 00:00:00-04:00,57.099998474121094,57.16999816894531,54.93199920654297,55.459999084472656,8956200
2023-08-25 00:00:00-04:00,55.43000030517578,56.63999938964844,54.06800079345703,55.540000915527344,8956000
2023-08-28 00:00:00-04:00,56.2400016784668,56.724998474121094,55.75,56.310001373291016,7511900
2023-08-29 00:00:00-04:00,56.279998779296875,59.14899826049805,56.0099983215332,58.79999923706055,9897800
2023-08-30 00:00:00-04:00,58.59000015258789,60.02899932861328,58.369998931884766,60.0099983215332,7972400
2023-08-31 00:00:00-04:00,64.70999908447266,66.8499984741211,63.279998779296875,66.48999786376953,30505800
2023-09-01 00:00:00-04:00,66.68000030517578,67.5999984741211,65.88999938964844,66.70999908447266,13840600
2023-09-05 00:00:00-04:00,66.23999786376953,66.48999786376953,65.2699966430664,65.80000305175781,8858400
2023-09-06 00:00:00-04:00,65.04000091552734,66.26000213623047,65.0,65.81999969482422,8222700
2023-09-07 00:00:00-04:00,64.76000213623047,65.70999908447266,63.57099914550781,64.77999877929688,8711900
2023-09-08 00:00:00-04:00,64.33999633789062,64.82499694824219,62.78499984741211,63.0099983215332,9043500
2023-09-11 00:00:00-04:00,63.38999938964844,64.76000213623047,62.810001373291016,64.55999755859375,7924300
2023-09-12 00:00:00-04:00,63.72999954223633,64.91999816894531,62.90999984741211,62.93000030517578,7179900
2023-09-13 00:00:00-04:00,62.34000015258789,63.2599983215332,61.72200012207031,62.619998931884766,6920300
2023-09-14 00:00:00-04:00,63.08000183105469,63.8380012512207,62.650001525878906,63.400001525878906,7116800
2023-09-15 00:00:00-04:00,63.310001373291016,63.4900016784668,61.91999816894531,62.380001068115234,8571100
2023-09-18 00:00:00-04:00,62.040000915527344,62.41999816894531,59.37099838256836,59.5,11516400
2023-09-19 00:00:00-04:00,59.16999816894531,59.22999954223633,56.880001068115234,58.33000183105469,13471600
2023-09-20 00:00:00-04:00,58.619998931884766,58.70000076293945,56.834999084472656,56.970001220703125,8228600
2023-09-21 00:00:00-04:00,55.369998931884766,55.9900016784668,53.68000030517578,53.70000076293945,11303200
2023-09-22 00:00:00-04:00,54.7400016784668,55.27000045776367,52.88999938964844,53.08000183105469,9870000
2023-09-25 00:00:00-04:00,52.709999084472656,53.625,52.29999923706055,53.58000183105469,8314700
2023-09-26 00:00:00-04:00,52.900001525878906,53.630001068115234,51.369998931884766,51.5099983215332,10456000
2023-09-27 00:00:00-04:00,51.880001068115234,52.494998931884766,51.029998779296875,51.849998474121094,9041700
2023-09-28 00:00:00-04:00,51.25,53.880001068115234,50.59000015258789,53.20000076293945,13608000
2023-09-29 00:00:00-04:00,54.2599983215332,55.59000015258789,54.10200119018555,54.56999969482422,13696200
2023-10-02 00:00:00-04:00,54.220001220703125,55.209999084472656,53.5099983215332,54.0,8265300
2023-10-03 00:00:00-04:00,53.0,53.678001403808594,51.02000045776367,51.380001068115234,11280200
2023-10-04 00:00:00-04:00,52.15999984741211,52.75,51.150001525878906,52.58000183105469,10956700
